Transfer Net,Driver,Receiver,R / F,Min Etch Delay (ns),Max Etch Delay (ns),AC-DC Slew Rate (V/ns),Corner,Edge #,Time (ns),Pulse Width (ns),Delay Variation (ns),Driver Probe Point,Receiver Node,Min Raw Etch Delay (ns),Max Raw Etch Delay (ns),Min Derate (ns),Max Derate (ns),Standard Load Delay (ns),Simulation,Ac Noise,Ac Noise Source,$T1:DELAY,PATTERN
CS,designator1,designator2,F,0.699,1.006,3.900,FFFE,4,42.442,10.000,0.307,SL_PAD/,designator2_pad,2.234,2.541,0.000,0.000,1.535,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
CS,designator1,designator2,R,0.676,1.003,3.669,FFFE,5,52.358,10.000,0.327,SL_PAD/,designator2_pad,2.139,2.466,0.000,0.000,1.463,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
CS,designator1,designator2,F,0.700,1.005,3.927,FFFE,6,62.442,10.000,0.305,SL_PAD/,designator2_pad,2.235,2.540,0.000,0.000,1.535,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
CS,designator1,designator2,R,0.675,1.002,3.667,FFFE,7,72.358,10.000,0.327,SL_PAD/,designator2_pad,2.138,2.465,0.000,0.000,1.463,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
CS,designator1,designator2,F,0.700,1.006,3.925,FFFE,8,82.441,10.000,0.306,SL_PAD/,designator2_pad,2.235,2.541,0.000,0.000,1.535,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
CS,designator1,designator2,R,0.675,1.002,3.667,FFFE,9,92.359,10.000,0.327,SL_PAD/,designator2_pad,2.138,2.465,0.000,0.000,1.463,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
CS,designator1,designator2,F,0.699,1.005,3.922,FFFE,10,102.442,10.000,0.306,SL_PAD/,designator2_pad,2.234,2.540,0.000,0.000,1.535,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
CS,designator1,designator2,R,0.675,1.002,3.670,FFFE,11,112.358,10.000,0.327,SL_PAD/,designator2_pad,2.138,2.465,0.000,0.000,1.463,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
CS,designator1,designator2,F,0.700,1.006,3.919,FFFE,12,122.442,10.000,0.306,SL_PAD/,designator2_pad,2.235,2.541,0.000,0.000,1.535,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
CS,designator1,designator2,R,0.676,1.003,3.671,FFFE,13,132.357,10.000,0.327,SL_PAD/,designator2_pad,2.139,2.466,0.000,0.000,1.463,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
CS,designator1,designator2,F,0.700,1.005,3.928,FFFE,14,142.442,10.000,0.305,SL_PAD/,designator2_pad,2.235,2.540,0.000,0.000,1.535,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
CS,designator1,designator2,R,0.675,1.002,3.667,FFFE,15,152.358,10.000,0.327,SL_PAD/,designator2_pad,2.138,2.465,0.000,0.000,1.463,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
CS,designator1,designator2,F,0.818,1.120,3.976,FFFE,2,22.554,10.000,0.302,SL_PAD/,designator2_pad,2.353,2.655,0.000,0.000,1.535,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
CS,designator1,designator2,R,0.814,1.132,3.777,FFFE,3,32.489,10.000,0.318,SL_PAD/,designator2_pad,2.277,2.595,0.000,0.000,1.463,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
CS,designator1,designator2,F,0.817,1.122,3.943,FFFE,4,42.554,10.000,0.305,SL_PAD/,designator2_pad,2.352,2.657,0.000,0.000,1.535,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
CS,designator1,designator2,R,0.813,1.132,3.767,FFFE,5,52.490,10.000,0.319,SL_PAD/,designator2_pad,2.276,2.595,0.000,0.000,1.463,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
CS,designator1,designator2,F,0.818,1.122,3.951,FFFE,6,62.554,10.000,0.304,SL_PAD/,designator2_pad,2.353,2.657,0.000,0.000,1.535,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
CS,designator1,designator2,R,0.815,1.132,3.782,FFFE,7,72.490,10.000,0.317,SL_PAD/,designator2_pad,2.278,2.595,0.000,0.000,1.463,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
CS,designator1,designator2,F,0.818,1.121,3.959,FFFE,8,82.554,10.000,0.303,SL_PAD/,designator2_pad,2.353,2.656,0.000,0.000,1.535,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
CS,designator1,designator2,R,0.814,1.133,3.771,FFFE,9,92.490,10.000,0.319,SL_PAD/,designator2_pad,2.277,2.596,0.000,0.000,1.463,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
CS,designator1,designator2,F,0.818,1.122,3.948,FFFE,10,102.554,10.000,0.304,SL_PAD/,designator2_pad,2.353,2.657,0.000,0.000,1.535,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
CS,designator1,designator2,R,0.814,1.132,3.778,FFFE,11,112.490,10.000,0.318,SL_PAD/,designator2_pad,2.277,2.595,0.000,0.000,1.463,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
CS,designator1,designator2,F,0.818,1.122,3.953,FFFE,12,122.554,10.000,0.304,SL_PAD/,designator2_pad,2.353,2.657,0.000,0.000,1.535,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
CS,designator1,designator2,R,0.814,1.132,3.773,FFFE,13,132.490,10.000,0.318,SL_PAD/,designator2_pad,2.277,2.595,0.000,0.000,1.463,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
CS,designator1,designator2,F,0.817,1.121,3.956,FFFE,14,142.554,10.000,0.304,SL_PAD/,designator2_pad,2.352,2.656,0.000,0.000,1.535,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
CS,designator1,designator2,R,0.815,1.133,3.781,FFFE,15,152.490,10.000,0.318,SL_PAD/,designator2_pad,2.278,2.596,0.000,0.000,1.463,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
