Transfer Net,Driver,Receiver,R / F,Min Etch Delay (ns),Max Etch Delay (ns),AC-DC Slew Rate (V/ns),Corner,Edge #,Time (ns),Pulse Width (ns),Delay Variation (ns),Driver Probe Point,Receiver Node,Min Raw Etch Delay (ns),Max Raw Etch Delay (ns),Min Derate (ns),Max Derate (ns),Standard Load Delay (ns),Simulation,Ac Noise,Ac Noise Source,$T1:DELAY,PATTERN
WE,designator1,designator2,F,0.750,1.216,2.571,FFFE,4,42.523,10.000,0.466,SL_PAD/,designator2_pad,2.285,2.751,0.000,0.000,1.535,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
WE,designator1,designator2,R,0.726,1.131,2.962,FFFE,5,52.439,10.000,0.405,SL_PAD/,designator2_pad,2.189,2.594,0.000,0.000,1.463,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
WE,designator1,designator2,F,0.750,1.216,2.576,FFFE,6,62.524,10.000,0.466,SL_PAD/,designator2_pad,2.285,2.751,0.000,0.000,1.535,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
WE,designator1,designator2,R,0.726,1.131,2.961,FFFE,7,72.439,10.000,0.405,SL_PAD/,designator2_pad,2.189,2.594,0.000,0.000,1.463,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
WE,designator1,designator2,F,0.750,1.216,2.573,FFFE,8,82.523,10.000,0.466,SL_PAD/,designator2_pad,2.285,2.751,0.000,0.000,1.535,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
WE,designator1,designator2,R,0.726,1.131,2.963,FFFE,9,92.439,10.000,0.405,SL_PAD/,designator2_pad,2.189,2.594,0.000,0.000,1.463,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
WE,designator1,designator2,F,0.750,1.215,2.578,FFFE,10,102.523,10.000,0.465,SL_PAD/,designator2_pad,2.285,2.750,0.000,0.000,1.535,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
WE,designator1,designator2,R,0.726,1.131,2.960,FFFE,11,112.440,10.000,0.405,SL_PAD/,designator2_pad,2.189,2.594,0.000,0.000,1.463,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
WE,designator1,designator2,F,0.750,1.216,2.573,FFFE,12,122.523,10.000,0.466,SL_PAD/,designator2_pad,2.285,2.751,0.000,0.000,1.535,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
WE,designator1,designator2,R,0.727,1.132,2.959,FFFE,13,132.439,10.000,0.405,SL_PAD/,designator2_pad,2.190,2.595,0.000,0.000,1.463,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
WE,designator1,designator2,F,0.749,1.215,2.574,FFFE,14,142.523,10.000,0.466,SL_PAD/,designator2_pad,2.284,2.750,0.000,0.000,1.535,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
WE,designator1,designator2,R,0.726,1.131,2.962,FFFE,15,152.439,10.000,0.405,SL_PAD/,designator2_pad,2.189,2.594,0.000,0.000,1.463,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
WE,designator1,designator2,F,0.909,1.375,2.575,FFFE,2,22.682,10.000,0.466,SL_PAD/,designator2_pad,2.444,2.910,0.000,0.000,1.535,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
WE,designator1,designator2,R,0.883,1.290,2.946,FFFE,3,32.597,10.000,0.407,SL_PAD/,designator2_pad,2.346,2.753,0.000,0.000,1.463,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
WE,designator1,designator2,F,0.910,1.376,2.574,FFFE,4,42.684,10.000,0.466,SL_PAD/,designator2_pad,2.445,2.911,0.000,0.000,1.535,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
WE,designator1,designator2,R,0.883,1.290,2.949,FFFE,5,52.598,10.000,0.407,SL_PAD/,designator2_pad,2.346,2.753,0.000,0.000,1.463,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
WE,designator1,designator2,F,0.909,1.376,2.572,FFFE,6,62.683,10.000,0.467,SL_PAD/,designator2_pad,2.444,2.911,0.000,0.000,1.535,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
WE,designator1,designator2,R,0.883,1.290,2.948,FFFE,7,72.597,10.000,0.407,SL_PAD/,designator2_pad,2.346,2.753,0.000,0.000,1.463,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
WE,designator1,designator2,F,0.909,1.376,2.570,FFFE,8,82.683,10.000,0.467,SL_PAD/,designator2_pad,2.444,2.911,0.000,0.000,1.535,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
WE,designator1,designator2,R,0.884,1.291,2.950,FFFE,9,92.598,10.000,0.407,SL_PAD/,designator2_pad,2.347,2.754,0.000,0.000,1.463,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
WE,designator1,designator2,F,0.910,1.377,2.571,FFFE,10,102.683,10.000,0.467,SL_PAD/,designator2_pad,2.445,2.912,0.000,0.000,1.535,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
WE,designator1,designator2,R,0.884,1.291,2.947,FFFE,11,112.598,10.000,0.407,SL_PAD/,designator2_pad,2.347,2.754,0.000,0.000,1.463,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
WE,designator1,designator2,F,0.910,1.377,2.572,FFFE,12,122.683,10.000,0.467,SL_PAD/,designator2_pad,2.445,2.912,0.000,0.000,1.535,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
WE,designator1,designator2,R,0.884,1.291,2.950,FFFE,13,132.598,10.000,0.407,SL_PAD/,designator2_pad,2.347,2.754,0.000,0.000,1.463,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
WE,designator1,designator2,F,0.909,1.377,2.568,FFFE,14,142.683,10.000,0.468,SL_PAD/,designator2_pad,2.444,2.912,0.000,0.000,1.535,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
WE,designator1,designator2,R,0.884,1.291,2.950,FFFE,15,152.598,10.000,0.407,SL_PAD/,designator2_pad,2.347,2.754,0.000,0.000,1.463,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
