Transfer Net,Driver,Receiver,R / F,Min Etch Delay (ns),Max Etch Delay (ns),AC-DC Slew Rate (V/ns),Corner,Edge #,Time (ns),Pulse Width (ns),Delay Variation (ns),Driver Probe Point,Receiver Node,Min Raw Etch Delay (ns),Max Raw Etch Delay (ns),Min Derate (ns),Max Derate (ns),Standard Load Delay (ns),Simulation,Ac Noise,Ac Noise Source,$T1:DELAY,$T2:DELAY,$T4:DELAY,PATTERN
sheet1,IO0,Controller,F,1.015,1.083,9.624,SSSE,10,151.947,15.000,0.068,SL_PAD/,Controller_pad,1.864,1.932,0.000,0.000,0.849,io0_ssse_4_0o75_1o5\io0_ssse_4_0o75_1o5.csd,0.00V,tnet,4in,0.75in,1.5in,default_clock
sheet1,IO0,Controller,R,0.943,1.029,7.660,SSSE,11,167.069,15.000,0.086,SL_PAD/,Controller_pad,1.977,2.063,0.000,0.000,1.034,io0_ssse_4_0o75_1o5\io0_ssse_4_0o75_1o5.csd,0.00V,tnet,4in,0.75in,1.5in,default_clock
sheet1,IO0,Controller,F,1.008,1.076,9.745,SSSE,12,181.941,15.000,0.068,SL_PAD/,Controller_pad,1.857,1.925,0.000,0.000,0.849,io0_ssse_4_0o75_1o5\io0_ssse_4_0o75_1o5.csd,0.00V,tnet,4in,0.75in,1.5in,default_clock
sheet1,IO0,Controller,R,0.940,1.026,7.708,SSSE,13,197.066,15.000,0.086,SL_PAD/,Controller_pad,1.974,2.060,0.000,0.000,1.034,io0_ssse_4_0o75_1o5\io0_ssse_4_0o75_1o5.csd,0.00V,tnet,4in,0.75in,1.5in,default_clock
sheet1,IO0,Controller,F,1.011,1.079,9.698,SSSE,14,211.943,15.000,0.068,SL_PAD/,Controller_pad,1.860,1.928,0.000,0.000,0.849,io0_ssse_4_0o75_1o5\io0_ssse_4_0o75_1o5.csd,0.00V,tnet,4in,0.75in,1.5in,default_clock
sheet1,IO0,Controller,R,0.942,1.029,7.620,SSSE,15,227.069,15.000,0.087,SL_PAD/,Controller_pad,1.976,2.063,0.000,0.000,1.034,io0_ssse_4_0o75_1o5\io0_ssse_4_0o75_1o5.csd,0.00V,tnet,4in,0.75in,1.5in,default_clock
sheet1,IO1,Controller,F,1.350,1.425,8.754,SSSE,2,32.285,15.000,0.075,SL_PAD/,Controller_pad,2.199,2.274,0.000,0.000,0.849,io1_ssse_4_0o75_1o5\io1_ssse_4_0o75_1o5.csd,0.00V,tnet,4in,0.75in,1.5in,default_clock
sheet1,IO1,Controller,R,1.263,1.356,7.117,SSSE,3,47.393,15.000,0.093,SL_PAD/,Controller_pad,2.297,2.390,0.000,0.000,1.034,io1_ssse_4_0o75_1o5\io1_ssse_4_0o75_1o5.csd,0.00V,tnet,4in,0.75in,1.5in,default_clock
sheet1,IO1,Controller,F,1.354,1.431,8.602,SSSE,4,62.290,15.000,0.077,SL_PAD/,Controller_pad,2.203,2.280,0.000,0.000,0.849,io1_ssse_4_0o75_1o5\io1_ssse_4_0o75_1o5.csd,0.00V,tnet,4in,0.75in,1.5in,default_clock
sheet1,IO1,Controller,R,1.269,1.363,6.979,SSSE,5,77.399,15.000,0.094,SL_PAD/,Controller_pad,2.303,2.397,0.000,0.000,1.034,io1_ssse_4_0o75_1o5\io1_ssse_4_0o75_1o5.csd,0.00V,tnet,4in,0.75in,1.5in,default_clock
sheet1,IO1,Controller,F,1.353,1.430,8.606,SSSE,6,92.289,15.000,0.077,SL_PAD/,Controller_pad,2.202,2.279,0.000,0.000,0.849,io1_ssse_4_0o75_1o5\io1_ssse_4_0o75_1o5.csd,0.00V,tnet,4in,0.75in,1.5in,default_clock
sheet1,IO1,Controller,R,1.267,1.361,7.039,SSSE,7,107.397,15.000,0.094,SL_PAD/,Controller_pad,2.301,2.395,0.000,0.000,1.034,io1_ssse_4_0o75_1o5\io1_ssse_4_0o75_1o5.csd,0.00V,tnet,4in,0.75in,1.5in,default_clock
sheet1,IO1,Controller,F,1.359,1.439,8.286,SSSE,8,122.295,15.000,0.080,SL_PAD/,Controller_pad,2.208,2.288,0.000,0.000,0.849,io1_ssse_4_0o75_1o5\io1_ssse_4_0o75_1o5.csd,0.00V,tnet,4in,0.75in,1.5in,default_clock
sheet1,IO1,Controller,R,1.270,1.365,6.936,SSSE,9,137.401,15.000,0.095,SL_PAD/,Controller_pad,2.304,2.399,0.000,0.000,1.034,io1_ssse_4_0o75_1o5\io1_ssse_4_0o75_1o5.csd,0.00V,tnet,4in,0.75in,1.5in,default_clock
sheet1,IO1,Controller,F,1.351,1.427,8.735,SSSE,10,152.286,15.000,0.076,SL_PAD/,Controller_pad,2.200,2.276,0.000,0.000,0.849,io1_ssse_4_0o75_1o5\io1_ssse_4_0o75_1o5.csd,0.00V,tnet,4in,0.75in,1.5in,default_clock
sheet1,IO1,Controller,R,1.269,1.365,6.873,SSSE,11,167.399,15.000,0.096,SL_PAD/,Controller_pad,2.303,2.399,0.000,0.000,1.034,io1_ssse_4_0o75_1o5\io1_ssse_4_0o75_1o5.csd,0.00V,tnet,4in,0.75in,1.5in,default_clock
sheet1,IO1,Controller,F,1.353,1.429,8.730,SSSE,12,182.288,15.000,0.076,SL_PAD/,Controller_pad,2.202,2.278,0.000,0.000,0.849,io1_ssse_4_0o75_1o5\io1_ssse_4_0o75_1o5.csd,0.00V,tnet,4in,0.75in,1.5in,default_clock
sheet1,IO1,Controller,R,1.268,1.362,7.042,SSSE,13,197.398,15.000,0.094,SL_PAD/,Controller_pad,2.302,2.396,0.000,0.000,1.034,io1_ssse_4_0o75_1o5\io1_ssse_4_0o75_1o5.csd,0.00V,tnet,4in,0.75in,1.5in,default_clock
sheet1,IO1,Controller,F,1.354,1.432,8.449,SSSE,14,212.289,15.000,0.078,SL_PAD/,Controller_pad,2.203,2.281,0.000,0.000,0.849,io1_ssse_4_0o75_1o5\io1_ssse_4_0o75_1o5.csd,0.00V,tnet,4in,0.75in,1.5in,default_clock
sheet1,IO1,Controller,R,1.266,1.363,6.802,SSSE,15,227.397,15.000,0.097,SL_PAD/,Controller_pad,2.300,2.397,0.000,0.000,1.034,io1_ssse_4_0o75_1o5\io1_ssse_4_0o75_1o5.csd,0.00V,tnet,4in,0.75in,1.5in,default_clock
sheet1,Controller,IO0,F,1.149,1.213,10.302,SSSE,2,32.080,15.000,0.064,SL_PAD/,IO0_pad,1.998,2.062,0.000,0.000,0.849,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,R,1.065,1.161,6.858,SSSE,3,47.197,15.000,0.096,SL_PAD/,IO0_pad,2.099,2.195,0.000,0.000,1.034,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,F,1.146,1.210,10.360,SSSE,4,62.077,15.000,0.064,SL_PAD/,IO0_pad,1.995,2.059,0.000,0.000,0.849,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,R,1.066,1.164,6.722,SSSE,5,77.199,15.000,0.098,SL_PAD/,IO0_pad,2.100,2.198,0.000,0.000,1.034,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,F,1.153,1.219,9.896,SSSE,6,92.084,15.000,0.066,SL_PAD/,IO0_pad,2.002,2.068,0.000,0.000,0.849,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,R,1.065,1.161,6.865,SSSE,7,107.198,15.000,0.096,SL_PAD/,IO0_pad,2.099,2.195,0.000,0.000,1.034,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,F,1.151,1.217,10.101,SSSE,8,122.083,15.000,0.066,SL_PAD/,IO0_pad,2.000,2.066,0.000,0.000,0.849,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,R,1.064,1.162,6.742,SSSE,9,137.197,15.000,0.098,SL_PAD/,IO0_pad,2.098,2.196,0.000,0.000,1.034,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,F,1.153,1.218,10.059,SSSE,10,152.085,15.000,0.065,SL_PAD/,IO0_pad,2.002,2.067,0.000,0.000,0.849,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,R,1.063,1.159,6.875,SSSE,11,167.195,15.000,0.096,SL_PAD/,IO0_pad,2.097,2.193,0.000,0.000,1.034,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,F,1.150,1.215,10.192,SSSE,12,182.081,15.000,0.065,SL_PAD/,IO0_pad,1.999,2.064,0.000,0.000,0.849,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,R,1.064,1.161,6.793,SSSE,13,197.197,15.000,0.097,SL_PAD/,IO0_pad,2.098,2.195,0.000,0.000,1.034,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,F,1.146,1.209,10.420,SSSE,14,212.076,15.000,0.063,SL_PAD/,IO0_pad,1.995,2.058,0.000,0.000,0.849,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,R,1.069,1.166,6.810,SSSE,15,227.202,15.000,0.097,SL_PAD/,IO0_pad,2.103,2.200,0.000,0.000,1.034,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,F,1.210,1.280,9.369,SSSE,2,32.143,15.000,0.070,SL_PAD/,IO1_pad,2.059,2.129,0.000,0.000,0.849,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,R,1.132,1.219,7.551,SSSE,3,47.258,15.000,0.087,SL_PAD/,IO1_pad,2.166,2.253,0.000,0.000,1.034,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,F,1.209,1.279,9.326,SSSE,4,62.142,15.000,0.070,SL_PAD/,IO1_pad,2.058,2.128,0.000,0.000,0.849,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,R,1.134,1.221,7.584,SSSE,5,77.260,15.000,0.087,SL_PAD/,IO1_pad,2.168,2.255,0.000,0.000,1.034,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,F,1.214,1.288,8.935,SSSE,6,92.148,15.000,0.074,SL_PAD/,IO1_pad,2.063,2.137,0.000,0.000,0.849,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,R,1.132,1.218,7.616,SSSE,7,107.258,15.000,0.086,SL_PAD/,IO1_pad,2.166,2.252,0.000,0.000,1.034,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,F,1.213,1.287,8.919,SSSE,8,122.148,15.000,0.074,SL_PAD/,IO1_pad,2.062,2.136,0.000,0.000,0.849,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,R,1.133,1.221,7.524,SSSE,9,137.259,15.000,0.088,SL_PAD/,IO1_pad,2.167,2.255,0.000,0.000,1.034,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,F,1.214,1.287,9.059,SSSE,10,152.150,15.000,0.073,SL_PAD/,IO1_pad,2.063,2.136,0.000,0.000,0.849,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,R,1.135,1.220,7.772,SSSE,11,167.261,15.000,0.085,SL_PAD/,IO1_pad,2.169,2.254,0.000,0.000,1.034,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,F,1.211,1.283,9.076,SSSE,12,182.145,15.000,0.072,SL_PAD/,IO1_pad,2.060,2.132,0.000,0.000,0.849,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,R,1.131,1.217,7.675,SSSE,13,197.257,15.000,0.086,SL_PAD/,IO1_pad,2.165,2.251,0.000,0.000,1.034,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,F,1.208,1.278,9.451,SSSE,14,212.141,15.000,0.070,SL_PAD/,IO1_pad,2.057,2.127,0.000,0.000,0.849,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO1,R,1.134,1.221,7.589,SSSE,15,227.260,15.000,0.087,SL_PAD/,IO1_pad,2.168,2.255,0.000,0.000,1.034,controller_ssse_4_1o5_0o75\controller_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,F,1.153,1.216,10.366,SSSE,2,32.084,15.000,0.063,SL_PAD/,Controller_pad,2.002,2.065,0.000,0.000,0.849,io0_ssse_4_1o5_0o75\io0_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,R,1.084,1.164,8.214,SSSE,3,47.208,15.000,0.080,SL_PAD/,Controller_pad,2.118,2.198,0.000,0.000,1.034,io0_ssse_4_1o5_0o75\io0_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,F,1.150,1.214,10.263,SSSE,4,62.081,15.000,0.064,SL_PAD/,Controller_pad,1.999,2.063,0.000,0.000,0.849,io0_ssse_4_1o5_0o75\io0_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,R,1.083,1.162,8.346,SSSE,5,77.206,15.000,0.079,SL_PAD/,Controller_pad,2.117,2.196,0.000,0.000,1.034,io0_ssse_4_1o5_0o75\io0_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,F,1.147,1.210,10.579,SSSE,6,92.077,15.000,0.063,SL_PAD/,Controller_pad,1.996,2.059,0.000,0.000,0.849,io0_ssse_4_1o5_0o75\io0_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,R,1.079,1.158,8.368,SSSE,7,107.202,15.000,0.079,SL_PAD/,Controller_pad,2.113,2.192,0.000,0.000,1.034,io0_ssse_4_1o5_0o75\io0_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,F,1.147,1.211,10.358,SSSE,8,122.078,15.000,0.064,SL_PAD/,Controller_pad,1.996,2.060,0.000,0.000,0.849,io0_ssse_4_1o5_0o75\io0_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,R,1.084,1.161,8.525,SSSE,9,137.206,15.000,0.077,SL_PAD/,Controller_pad,2.118,2.195,0.000,0.000,1.034,io0_ssse_4_1o5_0o75\io0_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,F,1.150,1.213,10.491,SSSE,10,152.080,15.000,0.063,SL_PAD/,Controller_pad,1.999,2.062,0.000,0.000,0.849,io0_ssse_4_1o5_0o75\io0_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,R,1.081,1.160,8.340,SSSE,11,167.204,15.000,0.079,SL_PAD/,Controller_pad,2.115,2.194,0.000,0.000,1.034,io0_ssse_4_1o5_0o75\io0_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,F,1.149,1.212,10.390,SSSE,12,182.079,15.000,0.063,SL_PAD/,Controller_pad,1.998,2.061,0.000,0.000,0.849,io0_ssse_4_1o5_0o75\io0_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,R,1.080,1.159,8.371,SSSE,13,197.203,15.000,0.079,SL_PAD/,Controller_pad,2.114,2.193,0.000,0.000,1.034,io0_ssse_4_1o5_0o75\io0_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,F,1.151,1.215,10.335,SSSE,14,212.082,15.000,0.064,SL_PAD/,Controller_pad,2.000,2.064,0.000,0.000,0.849,io0_ssse_4_1o5_0o75\io0_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO0,Controller,R,1.085,1.162,8.626,SSSE,15,227.207,15.000,0.077,SL_PAD/,Controller_pad,2.119,2.196,0.000,0.000,1.034,io0_ssse_4_1o5_0o75\io0_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,F,1.177,1.246,9.603,SSSE,2,32.111,15.000,0.069,SL_PAD/,Controller_pad,2.026,2.095,0.000,0.000,0.849,io1_ssse_4_1o5_0o75\io1_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,R,1.121,1.211,7.321,SSSE,3,47.250,15.000,0.090,SL_PAD/,Controller_pad,2.155,2.245,0.000,0.000,1.034,io1_ssse_4_1o5_0o75\io1_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,F,1.178,1.248,9.446,SSSE,4,62.112,15.000,0.070,SL_PAD/,Controller_pad,2.027,2.097,0.000,0.000,0.849,io1_ssse_4_1o5_0o75\io1_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,R,1.118,1.209,7.261,SSSE,5,77.247,15.000,0.091,SL_PAD/,Controller_pad,2.152,2.243,0.000,0.000,1.034,io1_ssse_4_1o5_0o75\io1_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,F,1.174,1.244,9.473,SSSE,6,92.108,15.000,0.070,SL_PAD/,Controller_pad,2.023,2.093,0.000,0.000,0.849,io1_ssse_4_1o5_0o75\io1_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,R,1.123,1.211,7.431,SSSE,7,107.251,15.000,0.088,SL_PAD/,Controller_pad,2.157,2.245,0.000,0.000,1.034,io1_ssse_4_1o5_0o75\io1_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,F,1.178,1.247,9.590,SSSE,8,122.112,15.000,0.069,SL_PAD/,Controller_pad,2.027,2.096,0.000,0.000,0.849,io1_ssse_4_1o5_0o75\io1_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,R,1.122,1.212,7.336,SSSE,9,137.251,15.000,0.090,SL_PAD/,Controller_pad,2.156,2.246,0.000,0.000,1.034,io1_ssse_4_1o5_0o75\io1_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,F,1.179,1.247,9.570,SSSE,10,152.112,15.000,0.068,SL_PAD/,Controller_pad,2.028,2.096,0.000,0.000,0.849,io1_ssse_4_1o5_0o75\io1_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,R,1.123,1.212,7.388,SSSE,11,167.252,15.000,0.089,SL_PAD/,Controller_pad,2.157,2.246,0.000,0.000,1.034,io1_ssse_4_1o5_0o75\io1_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,F,1.178,1.249,9.285,SSSE,12,182.112,15.000,0.071,SL_PAD/,Controller_pad,2.027,2.098,0.000,0.000,0.849,io1_ssse_4_1o5_0o75\io1_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,R,1.121,1.211,7.317,SSSE,13,197.250,15.000,0.090,SL_PAD/,Controller_pad,2.155,2.245,0.000,0.000,1.034,io1_ssse_4_1o5_0o75\io1_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,F,1.179,1.252,9.071,SSSE,14,212.114,15.000,0.073,SL_PAD/,Controller_pad,2.028,2.101,0.000,0.000,0.849,io1_ssse_4_1o5_0o75\io1_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,IO1,Controller,R,1.121,1.214,7.059,SSSE,15,227.252,15.000,0.093,SL_PAD/,Controller_pad,2.155,2.248,0.000,0.000,1.034,io1_ssse_4_1o5_0o75\io1_ssse_4_1o5_0o75.csd,0.00V,tnet,4in,1.5in,0.75in,default_clock
sheet1,Controller,IO0,F,1.137,1.207,9.536,SSSE,2,32.071,15.000,0.070,SL_PAD/,IO0_pad,1.986,2.056,0.000,0.000,0.849,controller_ssse_4_1o5_1o5\controller_ssse_4_1o5_1o5.csd,0.00V,tnet,4in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,R,1.081,1.166,7.747,SSSE,3,47.207,15.000,0.085,SL_PAD/,IO0_pad,2.115,2.200,0.000,0.000,1.034,controller_ssse_4_1o5_1o5\controller_ssse_4_1o5_1o5.csd,0.00V,tnet,4in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,F,1.140,1.208,9.721,SSSE,4,62.072,15.000,0.068,SL_PAD/,IO0_pad,1.989,2.057,0.000,0.000,0.849,controller_ssse_4_1o5_1o5\controller_ssse_4_1o5_1o5.csd,0.00V,tnet,4in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,R,1.081,1.165,7.899,SSSE,5,77.206,15.000,0.084,SL_PAD/,IO0_pad,2.115,2.199,0.000,0.000,1.034,controller_ssse_4_1o5_1o5\controller_ssse_4_1o5_1o5.csd,0.00V,tnet,4in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,F,1.139,1.207,9.714,SSSE,6,92.072,15.000,0.068,SL_PAD/,IO0_pad,1.988,2.056,0.000,0.000,0.849,controller_ssse_4_1o5_1o5\controller_ssse_4_1o5_1o5.csd,0.00V,tnet,4in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,R,1.084,1.173,7.398,SSSE,7,107.211,15.000,0.089,SL_PAD/,IO0_pad,2.118,2.207,0.000,0.000,1.034,controller_ssse_4_1o5_1o5\controller_ssse_4_1o5_1o5.csd,0.00V,tnet,4in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,F,1.140,1.208,9.648,SSSE,8,122.073,15.000,0.068,SL_PAD/,IO0_pad,1.989,2.057,0.000,0.000,0.849,controller_ssse_4_1o5_1o5\controller_ssse_4_1o5_1o5.csd,0.00V,tnet,4in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,R,1.083,1.172,7.405,SSSE,9,137.210,15.000,0.089,SL_PAD/,IO0_pad,2.117,2.206,0.000,0.000,1.034,controller_ssse_4_1o5_1o5\controller_ssse_4_1o5_1o5.csd,0.00V,tnet,4in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,F,1.141,1.209,9.718,SSSE,10,152.074,15.000,0.068,SL_PAD/,IO0_pad,1.990,2.058,0.000,0.000,0.849,controller_ssse_4_1o5_1o5\controller_ssse_4_1o5_1o5.csd,0.00V,tnet,4in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,R,1.083,1.169,7.680,SSSE,11,167.210,15.000,0.086,SL_PAD/,IO0_pad,2.117,2.203,0.000,0.000,1.034,controller_ssse_4_1o5_1o5\controller_ssse_4_1o5_1o5.csd,0.00V,tnet,4in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,F,1.141,1.209,9.712,SSSE,12,182.074,15.000,0.068,SL_PAD/,IO0_pad,1.990,2.058,0.000,0.000,0.849,controller_ssse_4_1o5_1o5\controller_ssse_4_1o5_1o5.csd,0.00V,tnet,4in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,R,1.083,1.168,7.765,SSSE,13,197.209,15.000,0.085,SL_PAD/,IO0_pad,2.117,2.202,0.000,0.000,1.034,controller_ssse_4_1o5_1o5\controller_ssse_4_1o5_1o5.csd,0.00V,tnet,4in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,F,1.143,1.212,9.543,SSSE,14,212.077,15.000,0.069,SL_PAD/,IO0_pad,1.992,2.061,0.000,0.000,0.849,controller_ssse_4_1o5_1o5\controller_ssse_4_1o5_1o5.csd,0.00V,tnet,4in,1.5in,1.5in,default_clock
sheet1,Controller,IO0,R,1.082,1.167,7.738,SSSE,15,227.208,15.000,0.085,SL_PAD/,IO0_pad,2.116,2.201,0.000,0.000,1.034,controller_ssse_4_1o5_1o5\controller_ssse_4_1o5_1o5.csd,0.00V,tnet,4in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,F,1.361,1.427,10.043,SSSE,2,32.292,15.000,0.066,SL_PAD/,IO1_pad,2.210,2.276,0.000,0.000,0.849,controller_ssse_4_1o5_1o5\controller_ssse_4_1o5_1o5.csd,0.00V,tnet,4in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,R,1.275,1.360,7.799,SSSE,3,47.401,15.000,0.085,SL_PAD/,IO1_pad,2.309,2.394,0.000,0.000,1.034,controller_ssse_4_1o5_1o5\controller_ssse_4_1o5_1o5.csd,0.00V,tnet,4in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,F,1.358,1.424,10.020,SSSE,4,62.289,15.000,0.066,SL_PAD/,IO1_pad,2.207,2.273,0.000,0.000,0.849,controller_ssse_4_1o5_1o5\controller_ssse_4_1o5_1o5.csd,0.00V,tnet,4in,1.5in,1.5in,default_clock
sheet1,Controller,IO1,R,1.277,1.362,7.746,SSSE,5,77.403,15.000,0.085,SL_PAD/,IO1_pad,2.311,2.396,0.000,0.000,1.034,controller_ssse_4_1o5_1o5\controller_ssse_4_1o5_1o5.csd,0.00V,tnet,4in,1.5in,1.5in,default_clock
