Transfer Net,Driver,Receiver,R / F,Min Etch Delay (ns),Max Etch Delay (ns),AC-DC Slew Rate (V/ns),Corner,Edge #,Time (ns),Pulse Width (ns),Delay Variation (ns),Driver Probe Point,Receiver Node,Min Raw Etch Delay (ns),Max Raw Etch Delay (ns),Min Derate (ns),Max Derate (ns),Standard Load Delay (ns),Simulation,Ac Noise,Ac Noise Source,$T1:DELAY,PATTERN
ADR,designator1,designator2,R,0.696,1.004,3.902,FFFE,3,32.367,10.000,0.308,SL_PAD/,designator2_pad,2.159,2.467,0.000,0.000,1.463,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
ADR,designator1,designator2,F,0.705,1.013,3.888,FFFE,4,42.451,10.000,0.308,SL_PAD/,designator2_pad,2.240,2.548,0.000,0.000,1.535,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
ADR,designator1,designator2,R,0.697,1.005,3.895,FFFE,5,52.367,10.000,0.308,SL_PAD/,designator2_pad,2.160,2.468,0.000,0.000,1.463,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
ADR,designator1,designator2,F,0.706,1.012,3.916,FFFE,6,62.451,10.000,0.306,SL_PAD/,designator2_pad,2.241,2.547,0.000,0.000,1.535,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
ADR,designator1,designator2,R,0.697,1.004,3.902,FFFE,7,72.367,10.000,0.307,SL_PAD/,designator2_pad,2.160,2.467,0.000,0.000,1.463,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
ADR,designator1,designator2,F,0.706,1.013,3.912,FFFE,8,82.451,10.000,0.307,SL_PAD/,designator2_pad,2.241,2.548,0.000,0.000,1.535,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
ADR,designator1,designator2,R,0.696,1.004,3.896,FFFE,9,92.367,10.000,0.308,SL_PAD/,designator2_pad,2.159,2.467,0.000,0.000,1.463,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
ADR,designator1,designator2,F,0.705,1.013,3.903,FFFE,10,102.451,10.000,0.308,SL_PAD/,designator2_pad,2.240,2.548,0.000,0.000,1.535,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
ADR,designator1,designator2,R,0.696,1.004,3.897,FFFE,11,112.366,10.000,0.308,SL_PAD/,designator2_pad,2.159,2.467,0.000,0.000,1.463,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
ADR,designator1,designator2,F,0.706,1.012,3.915,FFFE,12,122.451,10.000,0.306,SL_PAD/,designator2_pad,2.241,2.547,0.000,0.000,1.535,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
ADR,designator1,designator2,R,0.696,1.005,3.893,FFFE,13,132.367,10.000,0.309,SL_PAD/,designator2_pad,2.159,2.468,0.000,0.000,1.463,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
ADR,designator1,designator2,F,0.705,1.013,3.901,FFFE,14,142.451,10.000,0.308,SL_PAD/,designator2_pad,2.240,2.548,0.000,0.000,1.535,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
ADR,designator1,designator2,R,0.696,1.005,3.890,FFFE,15,152.367,10.000,0.309,SL_PAD/,designator2_pad,2.159,2.468,0.000,0.000,1.463,designator1_fffe_5\designator1_fffe_5.csd,0.00V,tnet,5in,default_clock
ADR,designator1,designator2,F,0.826,1.126,4.000,FFFE,2,22.563,10.000,0.300,SL_PAD/,designator2_pad,2.361,2.661,0.000,0.000,1.535,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
ADR,designator1,designator2,R,0.824,1.143,3.759,FFFE,3,32.501,10.000,0.319,SL_PAD/,designator2_pad,2.287,2.606,0.000,0.000,1.463,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
ADR,designator1,designator2,F,0.826,1.127,3.987,FFFE,4,42.563,10.000,0.301,SL_PAD/,designator2_pad,2.361,2.662,0.000,0.000,1.535,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
ADR,designator1,designator2,R,0.825,1.144,3.762,FFFE,5,52.501,10.000,0.319,SL_PAD/,designator2_pad,2.288,2.607,0.000,0.000,1.463,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
ADR,designator1,designator2,F,0.826,1.127,3.990,FFFE,6,62.563,10.000,0.301,SL_PAD/,designator2_pad,2.361,2.662,0.000,0.000,1.535,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
ADR,designator1,designator2,R,0.826,1.144,3.765,FFFE,7,72.501,10.000,0.318,SL_PAD/,designator2_pad,2.289,2.607,0.000,0.000,1.463,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
ADR,designator1,designator2,F,0.826,1.127,3.984,FFFE,8,82.564,10.000,0.301,SL_PAD/,designator2_pad,2.361,2.662,0.000,0.000,1.535,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
ADR,designator1,designator2,R,0.825,1.144,3.752,FFFE,9,92.501,10.000,0.319,SL_PAD/,designator2_pad,2.288,2.607,0.000,0.000,1.463,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
ADR,designator1,designator2,F,0.826,1.128,3.973,FFFE,10,102.564,10.000,0.302,SL_PAD/,designator2_pad,2.361,2.663,0.000,0.000,1.535,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
ADR,designator1,designator2,R,0.826,1.145,3.762,FFFE,11,112.501,10.000,0.319,SL_PAD/,designator2_pad,2.289,2.608,0.000,0.000,1.463,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
ADR,designator1,designator2,F,0.825,1.127,3.977,FFFE,12,122.564,10.000,0.302,SL_PAD/,designator2_pad,2.360,2.662,0.000,0.000,1.535,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
ADR,designator1,designator2,R,0.827,1.145,3.771,FFFE,13,132.502,10.000,0.318,SL_PAD/,designator2_pad,2.290,2.608,0.000,0.000,1.463,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
ADR,designator1,designator2,F,0.826,1.126,3.994,FFFE,14,142.563,10.000,0.300,SL_PAD/,designator2_pad,2.361,2.661,0.000,0.000,1.535,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
ADR,designator1,designator2,R,0.827,1.145,3.768,FFFE,15,152.502,10.000,0.318,SL_PAD/,designator2_pad,2.290,2.608,0.000,0.000,1.463,designator1_fffe_6\designator1_fffe_6.csd,0.00V,tnet,6in,default_clock
